Страна;Регион;Город;Оператор;Код;Тип (моб - 1, стационарный - 0)
Великобритания;;;NTS 871;44871;1
Великобритания;;;PNS;4470;1
Великобритания;;;PNS;4476;1
Великобритания;;;PNS;449;1
Великобритания;;; ИСС;448999;0
Великобритания;;;Hi3G (Hutchison);447400;1
Великобритания;;;Hi3G (Hutchison);447401;1
Великобритания;;;Hi3G (Hutchison);447402;1
Великобритания;;;Hi3G (Hutchison);447403;1
Великобритания;;;Hi3G (Hutchison);447533;1
Великобритания;;;Hi3G (Hutchison);447575;1
Великобритания;;;Hi3G (Hutchison);447576;1
Великобритания;;;Hi3G (Hutchison);447577;1
Великобритания;;;Hi3G (Hutchison);447578;1
Великобритания;;;Hi3G (Hutchison);447588;1
Великобритания;;;Hi3G (Hutchison);447723;1
Великобритания;;;Hi3G (Hutchison);447727;1
Великобритания;;;Hi3G (Hutchison);447728;1
Великобритания;;;Hi3G (Hutchison);447735;1
Великобритания;;;Hi3G (Hutchison);447737;1
Великобритания;;;Hi3G (Hutchison);447828;1
Великобритания;;;Hi3G (Hutchison);447830;1
Великобритания;;;Hi3G (Hutchison);447832;1
Великобритания;;;Hi3G (Hutchison);447838;1
Великобритания;;;Hi3G (Hutchison);447846;1
Великобритания;;;Hi3G (Hutchison);447848;1
Великобритания;;;Hi3G (Hutchison);447853;1
Великобритания;;;Hi3G (Hutchison);447859;1
Великобритания;;;Hi3G (Hutchison);447861;1
Великобритания;;;Hi3G (Hutchison);447862;1
Великобритания;;;Hi3G (Hutchison);447863;1
Великобритания;;;Hi3G (Hutchison);447865;1
Великобритания;;;Hi3G (Hutchison);447868;1
Великобритания;;;Hi3G (Hutchison);447869;1
Великобритания;;;Hi3G (Hutchison);447877;1
Великобритания;;;Hi3G (Hutchison);447878;1
Великобритания;;;Hi3G (Hutchison);447882;1
Великобритания;;;Hi3G (Hutchison);447883;1
Великобритания;;;Hi3G (Hutchison);447886;1
Великобритания;;;Hi3G (Hutchison);447888;1
Великобритания;;;Hi3G (Hutchison);447897;1
Великобритания;;;Hi3G (Hutchison);447898;1
Великобритания;;;Hi3G (Hutchison);447915;1
Великобритания;;;Hi3G (Hutchison);447916;1
Великобритания;;;Hi3G (Hutchison);447988;1
Великобритания;;;Orange;447527;1
Великобритания;;;Orange;447528;1
Великобритания;;;Orange;447529;1
Великобритания;;;Orange;447530;1
Великобритания;;;Orange;447531;1
Великобритания;;;Orange;4475320;1
Великобритания;;;Orange;4475321;1
Великобритания;;;Orange;4475322;1
Великобритания;;;Orange;4475323;1
Великобритания;;;Orange;4475324;1
Великобритания;;;Orange;447536;1
Великобритания;;;Orange;447556;1
Великобритания;;;Orange;447579;1
Великобритания;;;Orange;447580;1
Великобритания;;;Orange;447581;1
Великобритания;;;Orange;447582;1
Великобритания;;;Orange;447583;1
Великобритания;;;Orange;447772;1
Великобритания;;;Orange;447773;1
Великобритания;;;Orange;447779;1
Великобритания;;;Orange;447790;1
Великобритания;;;Orange;447791;1
Великобритания;;;Orange;447792;1
Великобритания;;;Orange;447794;1
Великобритания;;;Orange;447800;1
Великобритания;;;Orange;447805;1
Великобритания;;;Orange;447807;1
Великобритания;;;Orange;447811;1
Великобритания;;;Orange;447812;1
Великобритания;;;Orange;447813;1
Великобритания;;;Orange;447814;1
Великобритания;;;Orange;447815;1
Великобритания;;;Orange;447816;1
Великобритания;;;Orange;447817;1
Великобритания;;;Orange;447837;1
Великобритания;;;Orange;447954;1
Великобритания;;;Orange;447855;1
Великобритания;;;Orange;447866;1
Великобритания;;;Orange;447870;1
Великобритания;;;Orange;447875;1
Великобритания;;;Orange;447890;1
Великобритания;;;Orange;447891;1
Великобритания;;;Orange;447896;1
Великобритания;;;Orange;447929;1
Великобритания;;;Orange;447964;1
Великобритания;;;Orange;447965;1
Великобритания;;;Orange;447966;1
Великобритания;;;Orange;447967;1
Великобритания;;;Orange;447968;1
Великобритания;;;Orange;447969;1
Великобритания;;;Orange;447970;1
Великобритания;;;Orange;447971;1
Великобритания;;;Orange;447972;1
Великобритания;;;Orange;447974;1
Великобритания;;;Orange;447977;1
Великобритания;;;Orange;447980;1
Великобритания;;;Orange;447989;1
Великобритания;;;Others;447;1
Великобритания;;;Others;448;1
Великобритания;;;О2;44751;1
Великобритания;;;О2;447521;1
Великобритания;;;О2;447522;1
Великобритания;;;О2;447523;1
Великобритания;;;О2;447525;1
Великобритания;;;О2;447526;1
Великобритания;;;О2;44754;1
Великобритания;;;О2;44756;1
Великобритания;;;О2;44759;1
Великобритания;;;О3;447701;1
Великобритания;;;О3;447702;1
Великобритания;;;О3;447703;1
Великобритания;;;О3;447704;1
Великобритания;;;О3;447705;1
Великобритания;;;О3;447706;1
Великобритания;;;О3;447707;1
Великобритания;;;О3;447708;1
Великобритания;;;О3;447709;1
Великобритания;;;О3;447710;1
Великобритания;;;О3;447711;1
Великобритания;;;О3;447712;1
Великобритания;;;О3;447713;1
Великобритания;;;О3;447714;1
Великобритания;;;О3;447715;1
Великобритания;;;О3;447716;1
Великобритания;;;О3;447718;1
Великобритания;;;О3;447719;1
Великобритания;;;О3;447720;1
Великобритания;;;О3;447724;1
Великобритания;;;О3;447725;1
Великобритания;;;О3;447729;1
Великобритания;;;О3;447730;1
Великобритания;;;О3;447731;1
Великобритания;;;О3;447732;1
Великобритания;;;О4;447734;1
Великобритания;;;О4;447736;1
Великобритания;;;О4;447738;1
Великобритания;;;О4;447739;1
Великобритания;;;О4;447740;1
Великобритания;;;О4;447742;1
Великобритания;;;О4;447743;1
Великобритания;;;О4;447745;1
Великобритания;;;О5;447746;1
Великобритания;;;О5;447749;1
Великобритания;;;О5;447750;1
Великобритания;;;О5;447751;1
Великобритания;;;О5;447752;1
Великобритания;;;О5;447753;1
Великобритания;;;О5;447754;1
Великобритания;;;О5;447756;1
Великобритания;;;О5;447759;1
Великобритания;;;О5;447761;1
Великобритания;;;О5;447762;1
Великобритания;;;О5;447763;1
Великобритания;;;О5;447764;1
Великобритания;;;О5;447765;1
Великобритания;;;О5;447766;1
Великобритания;;;О5;447767;1
Великобритания;;;О5;447768;1
Великобритания;;;О5;447769;1
Великобритания;;;О5;447770;1
Великобритания;;;О5;447771;1
Великобритания;;;О5;447772;1
Великобритания;;;О5;447773;1
Великобритания;;;О5;447774;1
Великобритания;;;О5;447775;1
Великобритания;;;О5;447776;1
Великобритания;;;О5;447777;1
Великобритания;;;О5;447778;1
Великобритания;;;О5;447779;1
Великобритания;;;О5;447780;1
Великобритания;;;О5;447781;1
Великобритания;;;О5;447782;1
Великобритания;;;О5;447783;1
Великобритания;;;О5;447784;1
Великобритания;;;О5;447785;1
Великобритания;;;О5;447786;1
Великобритания;;;О5;447787;1
Великобритания;;;О5;447788;1
Великобритания;;;О5;447789;1
Великобритания;;;О5;447790;1
Великобритания;;;О5;447791;1
Великобритания;;;О5;447792;1
Великобритания;;;О5;447793;1
Великобритания;;;О5;447794;1
Великобритания;;;О5;447795;1
Великобритания;;;О5;447796;1
Великобритания;;;О5;447797;1
Великобритания;;;О5;447798;1
Великобритания;;;О5;447799;1
Великобритания;;;О5;447800;1
Великобритания;;;О5;447801;1
Великобритания;;;О5;447802;1
Великобритания;;;О5;447803;1
Великобритания;;;О5;447804;1
Великобритания;;;О5;447805;1
Великобритания;;;О5;447806;1
Великобритания;;;О5;447807;1
Великобритания;;;О5;447808;1
Великобритания;;;О5;447809;1
Великобритания;;;О5;447810;1
Великобритания;;;О5;447811;1
Великобритания;;;О5;447812;1
Великобритания;;;О5;447813;1
Великобритания;;;О5;447814;1
Великобритания;;;О5;447815;1
Великобритания;;;О5;447816;1
Великобритания;;;О5;447817;1
Великобритания;;;О5;447818;1
Великобритания;;;О5;447819;1
Великобритания;;;О5;447820;1
Великобритания;;;О5;447821;1
Великобритания;;;О5;447822;1
Великобритания;;;О5;447823;1
Великобритания;;;О5;447824;1
Великобритания;;;О5;447825;1
Великобритания;;;О5;447826;1
Великобритания;;;О5;447827;1
Великобритания;;;О5;447828;1
Великобритания;;;О5;447829;1
Великобритания;;;О5;447830;1
Великобритания;;;О5;447831;1
Великобритания;;;О5;447832;1
Великобритания;;;О5;447833;1
Великобритания;;;О5;447834;1
Великобритания;;;О5;447835;1
Великобритания;;;О5;447836;1
Великобритания;;;О5;447837;1
Великобритания;;;О5;447838;1
Великобритания;;;О5;447839;1
Великобритания;;;О5;447840;1
Великобритания;;;О5;447841;1
Великобритания;;;О5;447842;1
Великобритания;;;О5;447843;1
Великобритания;;;О5;447844;1
Великобритания;;;О5;447845;1
Великобритания;;;О5;447846;1
Великобритания;;;О5;447847;1
Великобритания;;;О5;447848;1
Великобритания;;;О5;447849;1
Великобритания;;;О5;447850;1
Великобритания;;;О5;447851;1
Великобритания;;;О5;447852;1
Великобритания;;;О5;447853;1
Великобритания;;;О5;447854;1
Великобритания;;;О5;447855;1
Великобритания;;;О5;447856;1
Великобритания;;;О5;447857;1
Великобритания;;;О5;447858;1
Великобритания;;;О5;447859;1
Великобритания;;;О5;447860;1
Великобритания;;;О5;447861;1
Великобритания;;;О5;447862;1
Великобритания;;;О5;447863;1
Великобритания;;;О5;447864;1
Великобритания;;;О5;447865;1
Великобритания;;;О5;447866;1
Великобритания;;;О5;447867;1
Великобритания;;;О5;447868;1
Великобритания;;;О5;447869;1
Великобритания;;;О5;447870;1
Великобритания;;;О5;447871;1
Великобритания;;;О5;447872;1
Великобритания;;;О5;447873;1
Великобритания;;;О5;447874;1
Великобритания;;;О6;447885;1
Великобритания;;;О6;447889;1
Великобритания;;;О6;447892;1
Великобритания;;;О6;447893;1
Великобритания;;;О6;447894;1
Великобритания;;;О6;447895;1
Великобритания;;;О6;447902;1
Великобритания;;;О6;447907;1
Великобритания;;;О6;447912;1
Великобритания;;;О7;447921;1
Великобритания;;;О7;447922;1
Великобритания;;;О7;447923;1
Великобритания;;;О7;447925;1
Великобритания;;;О7;447926;1
Великобритания;;;О7;447927;1
Великобритания;;;О7;447928;1
Великобритания;;;О7;447933;1
Великобритания;;;О7;447934;1
Великобритания;;;О7;447935;1
Великобритания;;;О7;447936;1
Великобритания;;;О7;447938;1
Великобритания;;;О8;447955;1
Великобритания;;;О8;4479997764;1
Великобритания;;;О8;447783;1
Великобритания;;;О8;447784;1
Великобритания;;;О8;447793;1
Великобритания;;;О8;447801;1
Великобритания;;;О9;447803;1
Великобритания;;;О9;447808;1
Великобритания;;;О9;447809;1
Великобритания;;;О9;447819;1
Великобритания;;;О9;447820;1
Великобритания;;;О9;447821;1
Великобритания;;;О9;447834;1
Великобритания;;;О9;447835;1
Великобритания;;;О10;447840;1
Великобритания;;;О10;447841;1
Великобритания;;;О10;447842;1
Великобритания;;;О10;447843;1
Великобритания;;;О10;447844;1
Великобритания;;;О10;447845;1
Великобритания;;;О10;447849;1
Великобритания;;;О10;447850;1
Великобритания;;;О10;447851;1
Великобритания;;;О10;447856;1
Великобритания;;;О10;447857;1
Великобритания;;;О10;447858;1
Великобритания;;;О10;447860;1
Великобритания;;;О10;447864;1
Великобритания;;;О10;447871;1
Великобритания;;;T-Mobile;447504;1
Великобритания;;;T-Mobile;447505;1
Великобритания;;;T-Mobile;447506;1
Великобритания;;;T-Mobile;447507;1
Великобритания;;;T-Mobile;447508;1
Великобритания;;;T-Mobile;447534;1
Великобритания;;;T-Mobile;447535;1
